,state,district,latitude,longitude,population,male,female,literate,literate males,literate females,Scheduled Caste,Scheduled Castes - Males,Scheduled Castes - Females,Scheduled Tribes,Scheduled Tribes - Males,Scheduled Tribes - Females,Workers,Male workers,Female workers,Main workers,Marginal workers,Non-workers,Cultivator workers,Agricultural workers,Household workers,Other workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Other religions,Religion not stated,Households with LPG or PNG,Households with electric lightning,Households with internet,Households with computer,Rural households,Urban households,households,Below primary education,Higher graduation,Graduate education,Individuals in age group 0-29 years,Individuals in age group 30-49 years,Individuals in age group above 50 years,Households with bicycle,Households with car/jeep/van,Households with radio transistor,Households with scooter motorcycle moped,Households with landline only,Households with mobile only,"households with tv,computer,laptop,telephone,mobile phone,scooter and car",Households with television,Households with mobile phone,Households with telephone and mobile phone both,Occupied houses - Dilapidated,Households with kitchen inside house,Households with bathing facility,Owned households,Rented households,Households using uncovered well water for drinking,Households using handpump/tubewell/borewell for drinking water,Households using spring water for drinking,Households using river/canal water for drinking,Households with drinking water from spring/river/canal/tank/pond/lake/other sources,Househlds with drinking water near house,Households with drinking water source within premises,Households using pond/lake water for drinking,Households using tapwater for drinking,Households with tubewell/borehole for drinking water,Household size: 1 person,Household size: 2 persons,Household size: 1-2 persons,Household size: 3 persons,Household size: 3-5 persons,Household size: 4 persons,Household size: 5 persons,Household size: 6-8 persons,Household size: 9+ persons,Households with drinking water away from house,sex ratio,Literacy rate
158,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,1104285,593537,510748,653299,408125,245174,241198,130269,110929,474,259,215,443655,308527,135128,290375,153280,660630,130314,181449,19876,112016,1010014,91269,814,196,74,41,273,1604,20175,55929,1196,11037,256081,55300,311381,159593,59914,59612,660774,260368,181109,99240,3791,54513,24522,4934,130019,1757,48564,137792,2839,3213,201284,120259,202503,4809,9366,158137,99,255,987,120508,47183,90,40314,588,7811,17299,25110,17595,88512,31830,39087,73892,22044,41867,0.8605158566357278,59.16036168199332
159,Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,1510075,750591,759484,1152640,606443,546197,319385,159697,159688,84564,41745,42819,675170,403756,271414,313915,361255,834905,303007,54849,15662,301652,1461140,19797,3023,8929,14511,194,208,2273,148361,330081,8053,22753,588321,39007,627328,127699,192936,91236,766581,419172,319420,38456,22727,74758,69192,27803,203232,12858,272579,274180,43145,4856,299890,229975,314828,16832,4712,18358,1441,237,5699,105689,200604,644,301016,1716,15746,29154,44900,49211,213017,92030,71776,68294,10196,30114,1.0118479971116094,76.32998361008559
160,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,84121,46249,37872,60699,36697,24002,14750,7433,7317,48746,23609,25137,56273,33863,22410,46782,9491,27848,32995,2537,944,19797,64732,448,485,249,18086,29,45,47,10740,17865,354,2563,44514,0,44514,9400,7871,5118,42360,26599,15075,190,2775,6453,857,923,12885,611,12925,16468,2660,194,16851,13902,13926,4511,42,130,282,174,1115,6083,11752,98,17996,86,2813,2912,5725,2817,9423,3672,2934,3758,629,1700,0.8188717593893922,72.15677417054005
161,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,437903,225452,212451,307672,174550,133122,122659,62686,59973,16822,8493,8329,269084,148829,120255,193876,75208,168819,197141,12372,2707,56864,415669,2974,1568,1396,15377,94,83,742,40064,91322,2623,7010,167995,20709,188704,48384,39081,23168,244727,120510,72282,2450,8479,21750,6979,2271,68134,3454,66910,79454,9049,1117,90542,66129,80610,12616,568,1753,794,610,4773,38399,46354,451,87848,271,6409,8723,15132,11656,53737,23630,18451,22985,3691,10792,0.9423336231215513,70.26030878984615
162,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,999777,498065,501712,723747,393669,330078,293739,147250,146489,12787,6345,6442,572671,297464,275207,284154,288517,427106,387944,15822,7134,161771,981412,9460,876,4081,2628,43,86,1191,59324,214491,5333,16401,431129,31696,462825,100052,128549,54139,524285,279321,194661,10927,15958,53382,26366,21431,119439,8055,157314,172205,31335,3472,196933,175038,205510,11024,1899,1860,470,455,4828,84301,123062,1049,209375,142,11117,20457,31574,29022,130468,59385,42061,48770,9182,12631,1.0073223374459157,72.39084315802424
163,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,814010,425039,388971,612642,342846,269796,215777,110828,104949,8755,4554,4201,430926,258628,172298,311770,119156,383084,249786,26114,7967,147059,791449,11810,2025,4047,3262,185,197,1035,108888,172754,9177,24127,279269,95896,375165,69967,95341,80414,425721,241956,145577,2813,23107,70807,8186,6859,125896,10363,131450,161675,28920,3690,160066,153356,126522,44241,2187,1382,1051,1134,8370,58532,102066,1390,166551,70,14631,18780,33411,25892,102290,44780,31618,37051,8018,20172,0.9151419046252226,75.26222036584316
164,Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,529855,276289,253566,362645,205617,157028,160745,83017,77728,11262,5912,5350,280083,169399,110684,193906,86177,249772,182958,10730,5313,81082,476830,33215,577,15501,2645,236,86,765,28904,91509,2220,8593,171102,21054,192156,57853,38282,23352,310244,136839,82471,16691,7459,26363,17523,5229,62390,3852,58902,75406,7787,2511,76236,74088,83947,10156,2064,8795,1993,1297,7958,40315,39659,1110,75607,1045,4217,6645,10862,9085,47460,19481,18894,29490,9278,17116,0.9177564072402448,68.44230968849968
165,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,580320,308754,271566,428578,244372,184206,164536,85482,79054,25645,13351,12294,298737,190001,108736,219235,79502,281583,141267,10283,4969,142218,548579,14678,1452,13926,574,591,110,410,53722,119866,5250,14478,192787,51509,244296,50331,59363,36803,321533,167168,90808,12426,15117,38632,25275,10150,76524,7887,94692,108699,22025,2195,109878,105861,86649,31305,2249,6105,1683,472,8674,35692,74848,1148,103964,3148,8513,11613,20126,15608,68774,30610,22556,27001,7452,12813,0.8795545968635224,73.85201268265784
166,Himachal Pradesh,Una,31.58330388349513,76.18353932038836,521173,263692,257481,399715,213281,186434,115491,58601,56890,8601,4445,4156,215346,141612,73734,134482,80864,305827,84800,19604,3427,107515,480138,14275,390,26009,56,70,10,225,43809,105929,2412,8238,185091,20126,205217,51838,60626,32120,273223,142351,105358,41378,8059,19820,36913,7736,70217,5342,88894,90729,12776,1874,92378,87268,101443,5195,2205,11627,78,48,607,30021,71588,128,93873,2419,4431,8047,12478,13184,65541,27689,24668,26829,4851,8090,0.9764460051878707,76.69526241766171
167,Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,409936,213641,196295,219083,138620,80463,53408,27209,26199,39216,20377,18839,151912,101144,50768,79377,72535,258024,69947,12199,1932,67834,187621,220614,472,422,21,22,42,722,7963,61831,596,3077,122267,11350,133617,43794,31416,12647,263576,93189,52744,563,1804,24106,1550,1265,44395,497,19244,47031,1371,1308,76597,26716,76189,1997,2915,202,4545,978,7847,35304,25054,261,66002,60,1782,6482,8264,9190,40819,14876,16753,25349,4188,18262,0.9188077194920451,53.443220405136415
168,Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,1529958,813821,716137,1137135,641916,495219,377991,197610,180381,69193,36323,32870,508622,417456,91166,410344,98278,1021336,68613,36873,10589,392547,1289240,107489,12104,114272,470,1987,321,4075,197168,294739,19905,46657,254566,248043,502609,135391,159257,146501,816827,435895,275585,68272,44063,76236,113156,20542,179925,32191,240478,241206,40739,12552,246479,231365,274859,18255,6884,117098,1716,671,7748,46394,233123,1681,168693,8076,6386,20036,26422,39453,193158,81952,71753,68820,13616,22499,0.8799686909037737,74.32458930245144
169,Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,140802,77785,63017,86236,56301,29935,18,12,6,122336,62652,59684,51873,39839,12034,28941,22932,88929,8266,3763,1222,38622,10341,108239,604,1171,20126,28,4,289,3285,15824,235,1005,40370,7774,48144,12732,9826,3077,87532,35561,17488,488,1847,10895,652,899,7733,249,8008,10562,1930,575,17751,11887,16646,1419,1,3289,323,2641,4068,9218,1963,197,10769,19,689,834,1523,983,4991,1652,2356,6832,4866,7031,0.8101433438323584,61.246289115211425
170,Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,616435,326109,290326,389204,228499,160705,141224,74644,66580,53307,27693,25614,200431,161548,38883,142847,57584,416004,69533,21566,3952,105380,540063,64234,1828,9551,24,16,2,717,32772,109422,1443,6112,181374,33473,214847,69396,47694,24330,357864,160123,97684,17726,4687,26172,23014,3065,78220,2732,66944,88964,7679,4036,94279,47372,114949,2179,8616,31020,8978,860,16204,36594,52019,771,61227,3438,2476,7394,9870,12854,67133,26670,27609,33057,7776,29223,0.8902728842196934,63.1378815284661
171,Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,560440,293064,267376,293958,178326,115632,402,397,5,22607,11837,10770,188420,138428,49992,98306,90114,372020,49746,34080,10615,93979,13840,535159,1109,9440,35,6,18,833,16828,73629,1537,5293,147520,21703,169223,36201,40931,31286,342601,137032,80111,5479,6164,51973,4551,1770,57529,1478,45967,65162,5863,3568,71921,61749,80452,459,212,13347,660,8108,10127,19320,50893,430,56749,3413,705,2291,2996,5461,32942,11863,15618,31436,13867,11028,0.9123467911445964,52.451288273499394
172,Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,476835,251899,224936,261724,163333,98391,556,406,150,176101,90274,85827,161393,117677,43716,73247,88146,315442,54264,31583,3930,71616,32604,431279,958,11188,83,10,2,711,13160,62900,346,3342,132139,15269,147408,55762,29517,13962,304979,109818,61334,846,1731,37412,2407,1908,31773,276,16022,36358,2677,2047,78572,19789,87711,762,17702,4036,12448,1351,19458,33146,17078,308,43697,234,1531,7435,8966,10664,44517,15825,18028,31443,3952,38654,0.8929610677295265,54.88774943114495
173,Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,1236829,651124,585705,748584,431746,316838,1068,995,73,8935,5021,3914,407188,333151,74037,330547,76641,829641,12228,10408,20095,364457,42540,1177342,2746,12187,285,74,2,1653,138119,165403,16413,33831,4518,257721,262239,88911,132727,121856,693238,351561,190330,44501,34586,129337,39804,12717,120553,22024,152945,157875,24605,3715,164293,164263,160923,5135,38,1563,55,669,1105,7457,157176,64,164426,692,2326,6626,8952,15425,94928,37998,41505,49622,13946,2815,0.8995291219491218,60.52445406761969
174,Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,554985,296784,258201,322354,197543,124811,138569,72093,66476,56309,29142,27167,243672,163845,79827,152442,91230,311313,113020,11396,2641,116615,489044,59771,1962,3418,106,57,235,392,20008,73999,1214,5744,148664,34696,183360,58567,29657,17345,339145,140785,74757,3948,3800,30146,8953,1459,56859,2075,37323,64858,6540,1832,67792,21542,90329,2544,9401,4742,21428,1825,29883,36891,21585,782,47796,166,1758,4971,6729,8878,47101,17980,20243,31098,8634,35086,0.8699963609898108,58.083371622656465
175,Jharkhand,Bokaro,23.6814965034965,85.98398374125864,2062330,1072807,989523,1273520,759088,514432,299227,154297,144930,255626,129233,126393,685368,507677,177691,380304,305064,1376962,137521,126406,21671,399770,1636460,241451,13730,4174,1890,2045,160524,2056,67157,274726,9754,37997,250312,258452,508764,242467,154076,116396,1261238,510375,282115,247231,21098,53133,108998,10961,215478,22508,179570,239204,12765,14255,363868,149320,292464,67373,126869,137244,2450,12782,20826,141889,139394,1385,101797,12123,10350,28956,39306,41924,203702,78314,83464,119534,28896,110155,0.9223681426388903,61.75151406418953
176,Jharkhand,Chatra,24.11619945750453,84.93295804701627,1042886,533935,508951,510061,303902,206159,340553,172668,167885,45563,23141,22422,397690,251213,146477,195502,202188,645196,119297,188513,14210,75670,903179,116710,6565,888,35,129,12936,2444,5307,27037,590,9115,200974,14528,215502,200861,35342,21697,692650,222892,126682,90400,2110,43535,15107,2320,78668,852,17627,82823,1835,8083,173022,31242,176487,2533,79816,85552,358,2487,3710,94922,29054,65,7066,930,3419,13593,17012,15490,75131,25520,34121,68464,20305,56936,0.9532077874647663,48.908605542695945
177,Jharkhand,Deoghar,24.33070100755672,86.75697632241814,1492073,775022,717051,793538,489837,303701,190036,98295,91741,180962,91012,89950,551467,383691,167776,297146,254321,940606,128656,209693,39361,173757,1165140,302626,6027,143,188,282,16067,1600,26760,130193,1944,13550,257373,64337,321710,217460,54419,43979,944961,338413,205514,174959,3714,32959,32553,3976,119254,3384,64890,126305,3075,12930,247077,51685,249689,7201,99127,140518,297,3608,5043,137889,51356,93,10813,9593,4333,18370,22703,25873,122204,46589,49742,85691,29718,71071,0.9252008330086113,53.18359088328788
178,Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,2684487,1405956,1278531,1722204,1014950,707254,437309,226362,210947,233119,117256,115863,844504,658851,185653,546714,297790,1839983,97118,103488,25889,618009,2149480,431762,11243,9727,331,1268,77182,3494,83995,427173,11568,46646,258764,405455,664219,317918,186697,107382,1634835,648876,356445,283681,18631,47744,131398,13811,303871,23334,290580,328776,11094,21010,462184,224918,359496,76629,119821,153604,897,5460,17607,179162,163958,2154,199454,22792,15054,33281,48335,53844,254604,99175,101585,153679,42561,156059,0.9093677184776764,64.15393332133849
